Abs LFP,Abs HFP,nLFP,nHFP,LF/HF,RMSSD,label
399.6308079321005,1030.815254734218,0.25932040814679513,0.6688959591599797,0.3876842199382663,932.0410724127352,k_pre
441.91731003861776,1290.2760230252404,0.2316051953609788,0.6762229575398016,0.3424982733558655,951.6169409074985,k_pre
494.57397626513205,1338.0314732486647,0.2350085981195096,0.6357975062549197,0.3696280589456797,959.3592663966497,k_pre
386.0742457301748,1127.1150036260606,0.2403699375600126,0.7017421287248911,0.342533143901136,939.5793918595143,k_pre
450.42353990912426,1258.8826591450895,0.23812593027782122,0.6655349415797024,0.3577962859660074,952.2736279352147,k_pre
512.7858065124789,1402.2343728677686,0.24414607156591803,0.6676277096644506,0.3656919388331346,941.9999062944642,k_pre
435.78950731703844,1202.3662574597834,0.24038057790731351,0.6632227049334838,0.3624432277713138,923.6401554993787,k_pre
420.2651730992542,1221.903086840519,0.23583114964680316,0.6856690208268141,0.34394313069945337,907.6095778108709,k_pre
309.4764808127418,1076.884467984099,0.1990035346232006,0.6924720578018065,0.2873813208505775,898.3674874714516,k_pre
535.9433515118857,1346.5633941771032,0.2583136341030136,0.6490157642943768,0.39800825852644345,937.5668061456475,k_pre
502.8344332913042,1416.7553926787268,0.24045280371023084,0.6774850403767689,0.35491972424440266,921.6401762708487,k_pre
525.9657722860071,1263.6181003647202,0.2623644967882178,0.6303233870024465,0.4162379219909851,921.082542763315,k_pre
580.768032334022,1680.3521422750136,0.23508485820251088,0.6801774944627337,0.3456228118635451,936.7621735999708,k_pre
437.59183066916813,1545.2325581276004,0.20389406099965385,0.7199945688742011,0.2831883319876523,923.3498320075194,k_pre
543.582367624533,1708.9565815907192,0.21833164220673001,0.6864080204610773,0.3180785126317015,933.5312873274942,k_pre
461.38209307119996,1828.2121446838494,0.18282712783038954,0.7244467882406614,0.2523679182488891,924.3844515517558,k_pre
523.6321293777415,1614.4518585508577,0.22051084597228152,0.6798745247615525,0.3243405039328686,922.1850866621247,k_pre
380.04203000468306,1345.508979515899,0.21498760719727533,0.7611467499134409,0.2824522435676486,810.6997713963952,k_pre
546.5767241656889,1799.9041507661448,0.21378442524864366,0.7040026721985747,0.3036699059408435,897.0563171373096,k_pre
292.5841293700451,1315.4993184859811,0.17659109021461195,0.7939783313886128,0.22241298437674795,847.5824722841357,k_pre
378.0085103873154,1262.861098380647,0.2183471888403829,0.7294602188843878,0.29932706841000295,854.652425487611,k_pre
506.945648298682,1646.1884927483952,0.2124274938645143,0.6898090497802444,0.30795115537000894,927.3429779062524,k_pre
291.2131139981229,1446.5569244972378,0.15797804987782915,0.7847319745731534,0.20131465901304663,874.1636385103612,k_pre
577.5907843886097,1631.459950040304,0.23696840765293747,0.6693397418378474,0.3540330759417911,915.0180866998827,k_pre
439.2444071713338,1373.9147445504946,0.2258496611769115,0.7064362675462722,0.3197028119201399,921.2088909624606,k_pre
460.72118625188017,1591.5952699953323,0.20763261381399292,0.7172821565502079,0.2894713215962444,928.4134288697671,k_pre
337.10866946743613,1408.3743659342986,0.18303843133268613,0.764698917642882,0.2393601286855305,930.583759758909,k_pre
452.1696555873561,1547.971196177294,0.20603556860941646,0.705348361293941,0.2921046959426548,945.8862417968751,k_pre
383.66242988466655,1349.5304460360114,0.20587952248661834,0.7241800660402669,0.28429327475463917,946.0079265391834,k_pre
451.5395292492158,1371.5165351215533,0.23073867076495627,0.7008509371755193,0.32922645676247514,905.6245983677571,k_pre
350.0600043485905,1259.4224683219077,0.20921938671406973,0.7527155149488027,0.27795280229915303,894.7149057775206,k_pre
510.5382844882644,1282.8222145347293,0.2613618212827525,0.6567200943781085,0.39798054531931626,894.2888776142636,k_pre
516.1110242444945,1630.6442437693813,0.22881208185800822,0.7229279876995955,0.31650743331449005,910.7718278814145,k_pre
349.42278160580645,1417.9007000364097,0.18791564224371188,0.7625310503816418,0.2464367085768656,870.5430755913072,k_pre
485.54012056661406,1435.0848875997785,0.2339153958747743,0.6913711872153171,0.33833547043944845,883.5092897167355,k_pre
475.6345151721893,1469.0946442313902,0.23292564585945974,0.7194385771444493,0.32376029484542473,890.5446406066894,k_pre
323.5516756700028,1078.6500471003876,0.21485183170345243,0.7162687008393064,0.2999598215749121,1101.4774322221915,k_pre
433.6736524448948,791.7326522670617,0.32254908991475334,0.5888590302980967,0.5477526425152555,1367.2316955233202,k_pre
552.6107578822215,1092.5573962768,0.29912935918783085,0.59140360400631,0.5057956312093074,1433.926560607338,k_pre
289.105660592477,998.9335245016669,0.21438738852968411,0.7407629072145477,0.28941431386708316,1195.43759122248,k_pre
578.0790578593482,1179.3251933895817,0.29701416108894757,0.6059314521144491,0.4901778246573792,1358.3152248578044,k_pre
552.7610368933848,1223.7682151531365,0.27915007003271797,0.6180156707204785,0.45168768893398237,1436.4441055462516,k_pre
347.7794696971571,1129.9280962264972,0.22433873414997446,0.7288717732782691,0.30778902733598695,1299.4625352626797,k_pre
662.0277906476273,1154.4161377611053,0.3328278831768192,0.580371224386704,0.573474130335336,1460.906582490488,k_pre
702.7675963594179,1205.7327913702782,0.33047030239405195,0.5669852768322226,0.582855174371383,1470.4121988371212,k_pre
567.190493911699,1057.4767319416064,0.30144209054763665,0.5620122343439465,0.5363621503711906,1417.9824278412354,k_pre
275.6001032057518,1092.574486919462,0.1901815026638627,0.7539455003012696,0.25224834233756677,1210.6028229881604,k_pre
357.7542244883023,1044.8826416933673,0.23809871390144038,0.6954081772786025,0.3423869918142342,1433.8150430253008,k_pre
360.17916332989324,1804.1327431685095,0.1571007020575087,0.786915372717199,0.1996411653708631,679.900243617614,k_med
377.848791268562,1526.4688526504306,0.18544642573936926,0.749183798566914,0.24753128150141912,632.7378212905228,k_med
295.177007617776,1510.193184298458,0.15202209000852154,0.777779834705019,0.1954564559599022,635.420270913865,k_med
294.2779236247923,1607.3554421849362,0.14407762860700174,0.786956621094814,0.18308204638593795,631.9517638657005,k_med
266.9669056441992,1506.0587959559252,0.1407663874232577,0.7941151186592529,0.17726194114138152,614.2396652880813,k_med
269.0259986112044,1393.6028970680147,0.15138981853858474,0.7842263974155023,0.1930435127375274,656.4553897679535,k_med
319.97652907167577,1501.0869133685264,0.16576570943078806,0.7776468412658706,0.21316322607438487,603.9564050941373,k_med
259.08845480376084,1421.7986029486608,0.14526254196731317,0.7971566289448537,0.18222584708301065,611.845460724505,k_med
361.7608705269728,1481.2750229524388,0.18413324776535142,0.753956558133591,0.2442226223499809,566.083551741684,k_med
235.42983543346972,1404.1408852722425,0.1354174562432479,0.8076511906004477,0.16766824319614004,589.9426078663332,k_med
281.6021248788443,1459.616368923485,0.14496447870493018,0.7513882436832144,0.19292886190810202,602.7852160741107,k_med
227.19213980219988,1380.5927005872404,0.13093440841349221,0.7956573174967982,0.16456130740482897,572.6761003005366,k_med
226.6332728461556,1557.4618750730774,0.11943365111582006,0.8207680888054749,0.14551449154125956,662.2825897511361,k_med
245.73028247643757,1485.3954107373404,0.13172639578587927,0.7962623971348648,0.16543088843559753,640.642480362578,k_med
236.25943968111372,1585.1066037909663,0.11984409994864835,0.8040553829738585,0.1490495586328843,621.8854642165836,k_med
247.1357449065489,1469.7204063341212,0.13129496604123253,0.780813357908678,0.16815153674226518,613.0075511749263,k_med
287.15268826180437,1431.7204470513882,0.15275162494481673,0.761607443334909,0.20056477425686842,626.0820998871998,k_med
208.84143735759383,1515.510714269669,0.11410891919379645,0.8280602346928938,0.13780267957936237,601.6394394259617,k_med
261.46143938997426,1490.5604852009349,0.13962080610940636,0.7959615650557859,0.17541149251298443,585.4664744964977,k_med
310.60285868922347,1689.2894602076524,0.14515194787873134,0.7894442978243549,0.18386597797812773,590.32046157887,k_med
272.2926800224433,1530.7897298815417,0.13999977186633616,0.7870582967602434,0.17787725819372616,600.5366766984391,k_med
250.81869850903934,1481.0846033071384,0.13560048715040918,0.8007209785923537,0.16934798859496755,627.4448250848138,k_med
233.83189397472287,1632.8199984518462,0.11902443603657493,0.8311333247207963,0.14320739223945686,606.1297257332855,k_med
308.0204443541895,1442.1394352203556,0.16384206379337898,0.7671020079193884,0.21358575795905943,576.7393921666911,k_med
231.64721768994525,1324.4682931973678,0.1378299451975695,0.7880577806535654,0.17489827342769465,728.9474356518726,k_med
239.78220436125363,1260.8273710525236,0.14468605478870972,0.760790979352128,0.1901784573102076,727.1369800366751,k_med
182.6152295376805,1466.1972794543417,0.10060783572546055,0.8077690749337115,0.12455024442934609,758.9276223675021,k_med
257.7184109515609,1372.107203991325,0.14547279358859935,0.7745052723655687,0.187826731178062,756.2371308235506,k_med
250.8081464654934,1330.6935875383535,0.14538128771881823,0.7713383717466932,0.1884792628552924,763.7841315626655,k_med
253.5588005682767,1353.8610808348833,0.14326759318319462,0.7649681972027736,0.18728568547957297,730.043821895715,k_med
275.00890569299474,1464.9935272506248,0.14532031579956298,0.7741324648665713,0.18772021894807142,764.6610796227362,k_med
340.4218092788479,1487.0388812041397,0.1733535392267772,0.7572471739418081,0.22892596392852152,747.4243489170099,k_med
276.12548514273476,1368.282447540274,0.15013269447020414,0.7439513616040163,0.20180444881034496,758.1643340661288,k_med
291.759686625232,1531.1082998211148,0.14820862054000036,0.7777752013605566,0.19055457191324704,755.892294451326,k_med
243.55490121981393,1442.238693859331,0.1336363284079898,0.7913430720137618,0.16887281020597072,769.2405438332926,k_med
288.829258613826,1461.8419759786057,0.14478961347191674,0.7328188829441303,0.1975789882627184,780.804171993352,k_med
254.11143546956825,1235.585475156691,0.1561577952992553,0.7592979959666492,0.20566074996741368,668.8245119415087,k_med
278.1536972760793,1163.1668642949942,0.18077049497484765,0.7559354840724961,0.2391348187559235,745.3423524063229,k_med
291.46778623967134,881.3347429060038,0.23446704134650942,0.7089769757098844,0.33071178526177425,674.5307693052422,k_med
222.30375120228453,1182.2844451312772,0.15322456296243278,0.8148986079757192,0.18802899092324657,710.6548067112004,k_med
223.2832619067742,907.6612497492395,0.18354914831923577,0.746139446061145,0.24599845148006583,635.8089016074163,k_med
257.8650160842379,844.1667844580381,0.21606529042427375,0.707327981981346,0.30546690634101326,658.4043849779912,k_med
167.56001132014603,900.6987991206568,0.14156133160333143,0.7609460059860456,0.1860333459795141,659.8832879844402,k_med
223.55293894055464,813.6108049992075,0.19270220990165093,0.7013309727272221,0.2747664332466337,735.611692826554,k_med
275.48116817046247,1015.4427480059055,0.1939276008876286,0.7148306262360347,0.27129167913350477,766.6068583850188,k_med
196.71982439393156,1092.5175962651383,0.14112364592255605,0.7837545956259994,0.18006101235022165,779.9755321879694,k_med
253.49367634379516,906.1937356139615,0.1999978299227732,0.7149558254329201,0.2797345273768075,760.2837819624244,k_med
280.5248773582464,833.5224609762954,0.23108354137860035,0.6866176145049349,0.3365534709522654,769.6419555616476,k_med
