PC1,PC2,PC3,PC4,label
2.057512084917852,1.0868571161353924,-0.572487029672558,-0.18452555317646066,k_pre
1.5391097942691412,-0.06735093138970757,-0.21085146351589057,0.11286035458632154,k_pre
2.146766733945093,-0.4376722349519323,-0.46243701750774213,0.5171381686114427,k_pre
1.3389359034036592,0.7592975615394546,-0.18642712832601335,-0.29829942635043627,k_pre
1.7980626801860589,0.024401358754850444,-0.33176146429944225,0.14125720386546103,k_pre
1.9569929210352695,-0.7540071351261692,-0.40362545143001227,0.005770681586398871,k_pre
1.7971459777016798,0.28955120056666916,-0.48124374962675004,0.13203131706116908,k_pre
1.4116016146915313,0.26506107437363874,-0.36683078782540063,-0.06527945515274775,k_pre
0.4965526105777414,1.211063406004317,-0.08186358592042663,0.4005412743720386,k_pre
2.4772366960582857,-0.6218309187370377,-0.6667044377561365,0.005480425755114409,k_pre
1.7218873932272616,-0.7787247971840924,-0.38859167008809953,-0.057713888928906484,k_pre
2.7320618917082964,-0.2677316836031209,-0.8902309257780766,0.160771763688602,k_pre
1.7073544809597208,-2.071379266519346,-0.24696662423936008,-0.02974064230085689,k_pre
0.44908989957724066,-1.040516754460924,0.20743320400629958,-0.0022363982478346145,k_pre
1.2369392737479203,-2.0475162302887706,-0.06447261123265165,0.15814763893112505,k_pre
-0.034924049698909554,-2.208725485712335,0.47221837182717585,0.26660477669089,k_pre
1.3148497496534062,-1.614953121490036,-0.17985117135593756,0.2020168970185652,k_pre
-0.009909195010827305,-0.09178070685121255,-0.11892791505510897,-0.6802129261009864,k_pre
0.8792092299468989,-2.414423354820924,-0.04639173404523804,0.01188949549057821,k_pre
-1.0697108814602627,0.33682878129195964,0.506822021237326,-0.5077150335866296,k_pre
0.4634607224448489,0.24367430161769682,-0.16790847800889,-0.3383907228418925,k_pre
1.0257392608350884,-1.6757253154695544,-0.021238668934268796,0.21334579635181156,k_pre
-1.314019753028872,-0.15414113377820327,0.7400876399066572,-0.11019925621447992,k_pre
1.8283553838217113,-1.8762898827721757,-0.4234283886381193,0.06092996481614,k_pre
1.0362818641912965,-0.38739519227492314,-0.09034535580731391,-0.16622684313948205,k_pre
0.5834145673057887,-1.3001893996405747,0.18578266741571925,-0.027245953054802013,k_pre
-0.48847116702942145,-0.15799059311324287,0.6425733701634911,-0.219066315943238,k_pre
0.7041504607858186,-1.0984094348486833,0.19077922030897643,0.1427555579239905,k_pre
0.44385660754509537,-0.09205075794854489,0.2755689902424505,-0.06832101905411081,k_pre
1.178988384573307,-0.4248153330556654,-0.22716027338118422,-0.1792638987478201,k_pre
0.09459726338704864,0.36243632452747826,0.19709501889091954,-0.4683467590768558,k_pre
2.3309533482900653,-0.29255551358328347,-0.8138492549155568,-0.12933821714690716,k_pre
0.9768347188215434,-1.6525789598139338,-0.028988086308886774,-0.4225621472935935,k_pre
-0.47090679011585673,-0.25008416417022494,0.35560507500102023,-0.2829686795595718,k_pre
1.346092541585283,-0.7955488379998292,-0.3945957317746831,-0.13065947407003012,k_pre
1.0181985347186617,-0.8900431396096402,-0.18232942115190007,-0.4390108710385592,k_pre
0.9293773818114127,1.19634526124324,0.7347070300127139,-0.046802557545454745,k_pre
5.011950706260269,2.005847252693556,0.13523322336045976,-0.01788876581502795,k_pre
4.890764200349817,0.4107582723395723,0.5629270199146451,0.22569942121620654,k_pre
0.8081111795496483,1.6426407396749616,1.2389591063629883,-0.2990757115565032,k_pre
4.578711025882341,-0.03468736274743758,0.37429760547521246,0.054044191496051816,k_pre
4.179192761753102,-0.10333473613993806,0.9192133860513333,0.20835486501996803,k_pre
1.3556315862732318,0.9534801874428205,1.5231726972230724,-0.2734117283916685,k_pre
5.94792262723157,-0.2131998769765203,0.28100132242159864,-0.18604673775376337,k_pre
6.184356060839145,-0.5595561330237152,0.22514099278284277,-0.030581948387014436,k_pre
5.313941393505348,0.4930888421082868,0.2725412017662232,0.5069625874123522,k_pre
0.24097785630050417,1.3284263447302411,1.5707050996573049,-0.11151086033411031,k_pre
2.219704811142579,1.277338298165791,1.7411576589320144,-0.030404898081174695,k_pre
-1.7243225631430033,-1.8029793683014734,0.08380602810536061,-0.15781172496949789,k_med
-0.8009790068066105,-0.8146283467321533,-0.618432479831178,-0.1592222211646195,k_med
-1.8045135157379149,-0.45887735147161685,-0.17666894260415356,-0.007553722318173684,k_med
-2.078679860232676,-0.8271278446016557,-0.04905312236237182,0.005565195167706787,k_med
-2.2369644565268554,-0.34816737538025955,-0.08260409801068408,-0.04837185498577897,k_med
-1.8336155990653256,0.08255656519105606,-0.08473593163971173,-0.07961177247976471,k_med
-1.5685421966434665,-0.5185596551767155,-0.41602561361699025,-0.21868072755525833,k_med
-2.1665730611541987,0.00022136199865298528,-0.13579335455126054,-0.16008949059978142,k_med
-1.0037470220653002,-0.5978794094135617,-0.8528923900000409,-0.2179678225451989,k_med
-2.503137184873355,0.1458214377974595,-0.09481833782954888,-0.1552214164395712,k_med
-1.7507112715991708,-0.2228798177747911,-0.40454910896622026,0.4030664327140403,k_med
-2.5097930546109763,0.26184267884309004,-0.1979222153325681,0.049175960206609276,k_med
-2.8526654364477033,-0.3925943613320987,0.43409896660783814,-0.04355272587162898,k_med
-2.3950833333638943,-0.18900559042502854,0.09958595877567797,0.06340379623521201,k_med
-2.7699953544991702,-0.538727455000004,0.1934328871594525,0.1482390399641285,k_med
-2.30598593834121,-0.13887146397403857,-0.09239390633510972,0.24913705162530767,k_med
-1.6418961378989196,-0.13194156300549653,-0.32789967194741076,0.1692568191227224,k_med
-3.1268968645351425,-0.1829871161622152,0.2600942685302124,-0.08134540622086824,k_med
-2.328086550703089,-0.27552730794822283,-0.18182640466323527,-0.06471778504433498,k_med
-2.1638321241629606,-1.205909488808342,-0.1861439720148852,-0.04595899504432407,k_med
-2.213591464957515,-0.46360097646778964,-0.1610615403982292,0.047430930479437354,k_med
-2.379567550842674,-0.1935743070165915,0.038648515974199806,-0.05245777977014761,k_med
-3.074989920863268,-0.7163979700280263,0.29396163492785027,-0.172597964398261,k_med
-1.5517756095418045,-0.25585693002894405,-0.5802355089594438,-0.07477671808503135,k_med
-2.008774588700495,0.4922253892418775,0.3093478824851386,0.08551522771201939,k_med
-1.6068629096796556,0.708155383566401,0.08617536378042162,0.31446979658293017,k_med
-2.9255268185060297,0.1302989696927928,0.8679143462121541,0.4078693590241562,k_med
-1.6804821149477043,0.22514421220960823,0.29872062494221036,0.15408961816592243,k_med
-1.634357273415077,0.4093013734883762,0.30098194825396674,0.1928311390939354,k_med
-1.6797383133844181,0.3047160775157004,0.1566635986273,0.2929426576288541,k_med
-1.6740571569866987,-0.1886386142091887,0.35679233642742875,0.17164631689166815,k_med
-0.9422303201806823,-0.5076530518822101,-0.027418767308130445,-0.04136226280591468,k_med
-1.2820145275160901,0.176939292776053,0.10307081072578102,0.4583182298733299,k_med
-1.6703447381272767,-0.5021738692333665,0.33632091700325306,0.0877604661954227,k_med
-2.07073851270559,0.009265926526048069,0.5537831842259417,0.13096169839050956,k_med
-1.2509812201776769,-0.22011854656387833,0.20005969645535612,0.6861547021322291,k_med
-1.4625256331340244,0.7431146706908168,-0.24857830405031092,0.14744287754715835,k_med
-0.7967456498336873,0.9533947102660744,-0.1716263694350132,-0.14437463413862536,k_med
0.5656125346827869,1.9896270665665547,-1.1661535656209645,-0.35800842342639916,k_med
-1.9721305316659716,1.0630500880958833,0.22091956847381827,-0.482770632659708,k_med
-0.8630255893196824,2.1063260577442677,-0.731238438830228,-0.10431851549883274,k_med
0.18554727420379766,2.244290310410914,-1.1068719568500993,-0.08280449230603074,k_med
-1.7554553871879146,2.3234060097894655,-0.2542661279233859,0.3043704960079879,k_med
-0.07047707115430825,2.493257623919151,-0.6674995921694283,0.34067735368185903,k_med
-0.09298714819248835,1.5389052506228718,-0.4453543093456179,0.1677684822531117,k_med
-1.7808772207654129,1.5107693728046296,0.396558579389276,0.08414362897200128,k_med
-0.00697366454350453,2.0367932055780043,-0.5331253523351845,0.08044725859643465,k_med
0.8971593113865762,2.2333668104936915,-0.8992612305160319,-0.012663138940249438,k_med
